City,DealerName,LocatorLatitude,LocatorLongitude,Phone,PostalAddress,State,Website,ZipCode
Richmond,Fresh Air LP,29.5561,-95.7403000000002,832-899-5998,5702 Power Line Rd,TX,http://www.freshairinc.com,77469
Houston,Aaron&amp;#39;s A/C &amp;amp; Heating,29.5911,-95.2233000000002,346-800-5869,10592 Fuqua St,TX,,77089
Liberty,Southeast Texas Air Conditioning and Heating,30.0821,-94.7401,832-699-2058,130 West St,TX,,77575
Deer Park,Brico Services,29.7032,-95.1146000000001,346-800-5836,2214 Luella Ave,TX,,77536
Dickinson,Vanderford Mechanical,29.4598,-95.0288000000001,281-557-6763,1800 Dickinson Ave,TX,,77539
Pearland,Simply Cozy AC &amp;amp; Heating,29.5651,-95.2786,346-800-4870,2602 Westgate Dr,TX,,77581
Pearland,FAMILY AIR COND. &amp;amp; HEATING,29.5636,-95.2858999999997,832-895-9279,PO Box 2726,TX,,77588
Friendswood,"Clear The Air, LLC",29.5125,-95.1879999999999,281-816-5719,133 N Friendswood Dr,TX,,77546
Alvin,Mabrys A/C &amp;amp; Heating,29.4018,-95.2649000000002,832-895-9278,2110 S Gordon St,TX,,77511
Beaumont,Reed Service Co,30.0543,-94.1761999999998,409-234-6023,4725 Washington Blvd,TX,https://reedservice.com/,77707
Beaumont,"American Air Systems, Inc.",30.0543,-94.1761999999998,409-203-3133,1050 S 23rd St,TX,http://www.amerair.com,77707
Beaumont,Industrial &amp;amp; Commercial Mech,29.9571,-94.1363000000001,409-291-8372,4445 Westpark Ave,TX,,77705
Orange,Innovative Air Solutions,30.1136,-93.814,409-233-7006,1900 Macarthur Dr,TX,,77630
Beaumont,CRAIG AIR CONDITIONING,30.0931,-94.1463000000002,409-237-0736,PO Box 7190,TX,,77726
Nederland,Moody Air Conditioning Corp.,29.9798,-94.0164000000002,409-527-9922,236 Boston Ave,TX,,77627
Beaumont,All Around Service,30.0727,-94.1066000000002,409-241-8065,445 Langham St,TX,,77701
College Station,Malek Service,30.4821,-96.3026999999998,979-314-3239,10464 State Highway 30,TX,,77845
Bryan,Aire Cool,30.6361,-96.3666000000001,936-236-1222,506 W Duncan St,TX,,77801
Columbus,Kotrla Air Conditioning &amp;amp; Heating LLC,29.6691,-96.5485000000003,979-633-5037,PO Box 998,TX,,78934
San Antonio,Comfort Air Engineering Inc,29.5371,-98.4882,210-721-6933,11403 Jones Maltsberger Rd,TX,http://comfort-air.com/,78216
Ingram,"Trade-Mark Brown, Inc.",30.1349,-99.4936,830-522-4498,3146 Junction Hwy,TX,http://www.trademarkairconditioning.com,78025
Laredo,E and E AC &amp;amp; Refrigeration,27.5806,-99.4810000000001,956-267-4275,8901 Coral Hills Dr,TX,,78045
Laredo,Martinez Refrigeration,27.5137,-99.5021,956-508-8427,1601 Convent Ave,TX,,78040
Corpus Christi,Bodine-Scott Air Conditioning,27.7749,-97.4418999999998,361-271-1826,5638 Bear Ln,TX,http://www.bodinescott.com,78405
New Braunfels,Minter Air &amp;amp; Refrigeration,29.7026,-98.1245000000002,512-893-6298,PO Box 311764,TX,,78131
Universal City,Agees Service Co.,29.5519,-98.3081000000002,210-570-9807,306 W Byrd Blvd,TX,,78148
San Antonio,Christianson A/C &amp;amp; Plumbing,29.6654,-98.3191000000002,210-951-2675,8154 Bracken Crk,TX,,78266
San Antonio,Airtron (Residential Services Inc),29.561,-98.3573000000001,210-904-8462,13718 Lookout Rd,TX,,78233
San Marcos,J.A.M. A/C,29.8666,-97.9592999999999,512-256-0384,1003 S Loop St,TX,,78666
San Marcos,Reliable Air,29.8666,-97.9592999999999,512-256-0383,4702 N State Highway 123,TX,,78666
San Marcos,Air Care Today,29.8666,-97.9592999999999,512-937-1584,4730 N State Highway 123,TX,,78666
San Marcos,AirOne Air Conditioning,29.8666,-97.9592999999999,512-256-0041,2700 Hunter Rd,TX,,78666
San Marcos,Aire Serv of the River Cities,29.8666,-97.9592999999999,512-262-9387,2001 Clovis R Barker Rd,TX,,78666
San Antonio,AMERICAN AIR COND &amp;amp; HEATING,29.2696,-98.5143999999999,210-951-2471,203 Gillette Blvd,TX,,78221
San Antonio,Clean Air Heating &amp;amp; Air Conditioning,29.4642,-98.4916000000002,210-570-9988,115 E Myrtle St,TX,,78212
San Antonio,Cold Air Systems,29.4201,-98.5675999999998,210-951-2649,4834 Birdie Ln,TX,,78237
San Antonio,Air Authority LLC,29.5403,-98.4215000000001,210-951-2716,2554 Boardwalk St,TX,,78217
San Antonio,C &amp;amp; J   Air Conditioning &amp;amp; Heating,29.5371,-98.4882,210-951-4075,9811 McCullough Ave,TX,,78216
San Antonio,Johnson Air Conditioning,29.5371,-98.4882,210-951-2962,9703 McCullough Ave,TX,http://www.johnson-ac.com,78216
San Antonio,Johnson Air Conditioning,29.5371,-98.4882,210-570-9726,9703 McCullough Ave,TX,,78216
San Antonio,Champion AC,29.5721,-98.6052999999997,210-591-0573,16018 University Oak,TX,http://www.championac.com,78249
San Antonio,EZ Air Conditioning Inc.,29.5257,-98.6061999999999,210-951-2743,7755 Eckhert Rd,TX,http://www.ezacandheat.com,78240
San Antonio,Lone Star AC &amp;amp; Heating,29.6828,-98.5725,210-951-2462,5835 Camp Bullis Rd,TX,http://lonestaracsa.com/,78257
San Antonio,Maldonado Mechanical,29.5129,-98.6638999999998,210-904-9249,8181 Tezel Rd,TX,,78250
San Antonio,County Wide Service Co,29.4789,-98.6175000000001,210-899-4845,5410 Jackwood Dr,TX,,78238
Helotes,A&amp;amp;R Comfort Control,29.6143,-98.747,,18561 Bandera Rd  #1,TX,,78023
San Antonio,ARS - Will Fix It,29.4789,-98.6175000000001,210-610-2584,1920 GRANDSTAND,TX,,78238
Rio Grande City,MNO Heating &amp;amp; Cooling,26.5735,-98.6949999999998,956-688-9744,184 Wood Rd,TX,,78582
KINGSVILLE,AIRFORCE HEATING &amp;amp; AIR CONDITI,27.4762,-97.7964999999998,361-426-5642,259 E CR 2210,TX,,78363
KINGSVILLE,AIRFORCE HEATING &amp;amp; AIR CONDITIONING,27.4762,-97.7964999999998,361-426-5862,259 E CR 221,TX,,78363
Seminole,TK&amp;#39;s Mini Split LLC/Advance Heating &amp;amp; Air,26.9217,-98.9204000000001,432-245-0165,1021 US Hwy 62/180W,TX,,78360
Edinburg,Magic Air,26.3193,-98.1521000000002,956-378-4315,3407 Gabbie Ln,TX,,78542
Edinburg,Cytech Heating &amp;amp; Cooling,26.2887,-98.1726000000003,956-630-7879,3917 W. University,TX,,78539
Sullivan City,JC AIR LLC,26.2887,-98.1726000000003,956-731-0756,2112 W University Dr,TX,,78539
Portland,Roggeman A/C,27.9445,-97.2907000000002,361-704-1476,803 Market St,TX,,78374
Corpus Christi,Mike Wanzer Co Inc,27.7428,-97.4709,361-288-3673,1959 Saratoga Blvd,TX,,78417
Portland,Wendland Air Conditioning &amp;amp; Heating,27.9445,-97.2907000000002,361-445-4160,901 Austin St,TX,,78374
Ingleside,Bell&amp;#39;s Air Conditioning &amp;amp; Htg,27.8594,-97.2055000000001,361-238-0933,2712 Ave H,TX,,78362
Corpus Christi,Absolute Air,27.6383,-97.4546000000002,361-371-4135,6513 Robertson Dr,TX,,78415
Rockport,BJ&amp;#39;s Heating &amp;amp; Air,28.2335,-96.9422000000002,361-450-6578,330 N Kossuth St,TX,,78382
Harlingen,South Texas Comfort Systems,26.1844,-97.7832000000001,956-335-4932,302 S Rangerville Rd,TX,,78552
Mission,Air King Heating &amp;amp; Cooling,26.2182,-98.3269999999997,956-529-1740,5815 W. Five Mile,TX,,78574
Mission,Frontier Commercial Services,26.2167,-98.3249999999997,956-529-1769,1812 West Griffin Pkwy,TX,,78572
Mission,"Indoor Climate Control, LLC",26.2155,-98.3249999999997,956-616-4643,1907 W 42 1/2 St,TX,,78573
McAllen,Eagle Air,26.2582,-98.2314000000001,956-688-8357,7315 N 16th Ln,TX,,78504
McAllen,Continental Refrigeration,26.2053,-98.2255999999999,956-329-2206,PO Box 2405,TX,,78502
Pharr,Abe A/C &amp;amp; Refrigeration,26.1569,-98.1914,956-688-9772,5820 N Cage Blvd,TX,,78577
Pharr,"Air Extreme Supply, LLC",26.1569,-98.1914,956-529-1766,709 Mozelle St,TX,,78577
Pharr,"ELAC, Inc.",26.1569,-98.1914,956-688-9442,707 Mozelle St,TX,,78577
Pharr,Rio Air,26.1569,-98.1914,956-928-9366,4202 N Yvette Dr,TX,,78577
Pharr,Polar Air,26.1569,-98.1914,956-467-4028,1600 W Mozelle St,TX,,78577
Harlingen,Lopez Air Conditioning &amp;amp; Heating,26.2089,-97.6849000000001,956-622-5526,1003 E Taft Ave,TX,,78550
Del Valle,Cool Horizons LLC,30.1472,-97.5975000000002,512-893-7238,P.O. Box 38,TX,http://www.coolhorizons.net,78617
Smithville,Clarences Refrigeration and Electric,30.0743,-97.1141000000003,512-549-2795,200 Olive St,TX,,78957
Austin,Stans Heating and Air Conditioning,30.3317,-97.7025,512-937-1336,6016 Dillard Cir,TX,http://www.stansac.com/,78752
Marble Falls,Amber Air,30.5925,-98.2219000000001,830-265-5669,2302 Prairie Creed Rd.,TX,,78654
Round Rock,Round Rock Plumbing Co Inc,30.5225,-97.7247999999997,512-893-6738,1400 Chisholm Trl,TX,,78681
Kyle,"Garner Heating &amp;amp; Air Conditioning, In",29.9978,-97.8349999999999,512-262-9674,731 Roland Lane,TX,http://www.garnerac.com,78640
Austin,Bunten Service,30.4454,-97.6592000000002,512-893-6598,PO Box 33372,TX,http://www.buntenac.com,78764
Dripping Springs,The Barton Creek AC Co. LLC,30.2468,-98.1158999999997,512-262-9382,300 W Mercer St,TX,,78620
Lockhart,Zaragozas Heating &amp;amp; A/C,29.8965,-97.6713000000001,512-772-4880,P.O. Box 776,TX,,78644
Austin,Airtech Energy Systems,30.3878,-97.7071999999998,512-893-7213,818 Wagon Trl,TX,,78758
Austin,McCullough Heating &amp;amp; A/C,30.3516,-97.7324000000002,512-893-6304,2620 Buell Ave,TX,http://coolmenow.com/,78757
Austin,BlueAir,30.4556,-97.7524000000003,512-893-5943,6901 McNeil Dr,TX,,78729
Austin,Precision Heating &amp;amp; Air,30.3539,-97.6589999999999,512-893-7141,1506 Ferguson Ln,TX,http://www.precisionheatac.com,78754
Austin,"Efficient AC, Electric &amp;amp; Plumbing",30.3878,-97.7071999999998,512-893-6237,10315 Metropolitan Dr. Suite A,TX,https://www.efficienttexas.com/,78758
Austin,Alamo Austin Air,30.265,-97.9623999999998,512-893-6871,8819 Jim Davis Place,TX,,78736
Cedar Creek,AB &amp;amp; B Air Conditioning and Heating,30.0889,-97.4792000000002,512-273-3015,176 Cripple Crk,TX,http://www.abandbairconditioning.com,78612
Cedar Park,Arise Services,30.4978,-97.8158999999999,512-893-5753,P.O. Box 3865,TX,http://www.arisehvac.com/,78630
Round Rock,"Intelligent Air Services, LLC",30.5225,-97.7247999999997,512-893-7077,1201 North Industrial,TX,,78681
Pflugerville,5 Star A/C &amp;amp; Heating,30.4432,-97.5977,512-893-7256,607 Quincy Drive,TX,,78660
Austin,Tey&amp;#39;s Lake Travis AC &amp;amp; Home Services,30.3763,-97.9463999999998,512-937-1720,3611 Ranch Dr. 620 N Suite A,TX,,78734
Austin,Craco Air Conditioning and Heating Inc,30.2958,-97.8101000000002,512-893-7107,3006 Bee Caves Rd Ste D 100,TX,,78746
Austin,Gold Eagle Services,30.2654,-97.8649000000001,512-489-4155,5005 McDade Dr.,TX,,78735
Eagle Pass,Quality Air Conditioning and H,28.5841,-100.2545,830-448-0500,1565 S Veterans Blvd,TX,,78852
Giddings,Air Conditioning Electrical Service LLC,30.1637,-96.9376000000003,512-253-4845,475 S. Caldwell,TX,,78942
Amarillo,Garys Heating &amp;amp; Air Conditioning,35.2012,-101.956,806-223-2287,2505 SW 7th Ave,TX,,79106
Amarillo,Patrick Heating and Air Inc,35.1992,-101.8439,806-223-4793,1602 S Monroe St,TX,,79102
Amarillo,"Avalos Heating &amp;amp; Air, LLC",35.1955,-101.7595,806-223-4646,PO Box 31191,TX,,79120
Amarillo,Larrys Heating and Air,35.4281,-101.9911,806-223-4512,1204 N Western St,TX,,79124
Amarillo,Tascosa Air,35.4164,-101.7356,806-553-5085,8700 N US-287,TX,,79108
Amarillo,Amarillo Air Masters Heating &amp;amp; Cooling Company,35.0767,-102.0462,806-410-3886,9120 S. Soncy,TX,,79119
Amarillo,Sunshine Service,35.1607,-101.876,806-318-1653,2217 S Tyler St,TX,,79109
Amarillo,Mahanay&amp;#39;s Heating &amp;amp; Cooling,35.1607,-101.876,806-553-5746,3703 Lewis Ln.,TX,,79109
Amarillo,PALO DURO HEATING &amp;amp; A/C,35.0767,-102.0462,806-318-1536,7741 Longoria Rd.,TX,,79119
Amarillo,"APEX PLUMBING,HEATING &amp;amp; AIR",35.1429,-101.8696,806-553-4635,7623 Canyon Dr,TX,,79110
Plainview,Chilton Heating and Air,34.1983,-101.7867,806-429-0172,4434 Olton Rd,TX,,79072
Amarillo,Cosselmon Mechanical,35.4164,-101.7356,806-223-2718,3210 Potomac Dr.,TX,,79108
Amarillo,Moore&amp;#39;s Dependable Htg. &amp;amp; Air,35.1429,-101.8696,806-576-0223,4212 S Van Buren St,TX,,79110
Amarillo,Lonestar Services,35.0837,-101.7328,806-223-4786,12301 Circle J Rd,TX,,79118
Ralls,Donathan Heating and Air Conditioning,33.5997,-101.3558,806-402-1432,805 Main St,TX,,79357
Levelland,"1st Class Plumbing, Heating &amp;amp; A/C",33.6122,-102.3901,806-579-2617,1311 W State Road 114,TX,,79336
Denver City,Hicks Air &amp;amp; Appliance,33.0189,-102.7913,806-579-2560,PO Box 1146,TX,,79323
Lubbock,Comfort Masters Heating and Air Conditioning Inc,33.475,-101.8155,806-589-4229,1101 E 58th St,TX,,79404
Lubbock,Rowe Heating and Air Inc,33.4516,-101.9805,806-939-7207,5929 50th St,TX,,79424
Lubbock,"Simply AC and Heating, LLC",33.5336,-101.9178,806-370-1350,P.O. Box 64840,TX,,79464
Lubbock,Ricky Boyce Plumbing,33.5594,-101.9745,806-370-7755,7102 Santa Fe Dr,TX,,79407
Lubbock,Earl&amp;#39;s Plbg. Htg. &amp;amp; Air,33.6248,-101.8817,806-412-0721,4720 Highway 84,TX,,79415
Lubbock,Duncan Heating &amp;amp; A/C,33.5336,-101.9178,806-412-2401,P. O. Box 65018,TX,,79464
Lubbock,Dale Bolles Plumbing and Heating,33.5594,-101.9745,806-589-4536,7103 Santa Fe Dr,TX,,79407
Lubbock,Brad Long Heating &amp;amp; Cooling,33.4516,-101.9805,806-370-7583,5106 78th St,TX,,79424
Colorado City,Walker Appliance Service,32.4169,-100.8575,888-802-1943,PO Box 865,TX,,79512
Abilene,"Hawkins Air Conditioning &amp;amp; Refrigeration, Inc.",32.4298,-99.8081999999998,325-400-7236,117 Ruidosa Ave,TX,,79605
San Angelo,Superior Services,31.5873,-100.522,325-766-7855,5556 US Highway 87 N,TX,,76901
Abilene,Hall Air Conditioning,32.4875,-99.8070999999998,325-400-9949,145 Shelton St,TX,http://www.hallairconditioning.com,79603
Carlsbad,Air Masters,31.5793,-100.7372,325-718-2134,10158 Burma Lop,TX,,76934
Snyder,A-1 Air Conditioning,33.0123,-100.8338,325-766-7933,2312 Avenue R,TX,,79549
Snyder,Landry&amp;#39;s Heating and Air,33.0123,-100.8338,325-766-7945,505 College Ave,TX,,79549
Midland,One Way Heating &amp;amp; Air,31.9919,-102.0767,432-242-7732,1521 S Marshall St,TX,,79701
Midland,"Franks&amp;#39; Air Conditioning, LLC",32.0192,-102.0432,432-203-4873,1609 S County Road 1120,TX,,79706
Midland,Air Master Mechanical,32.0344,-102.208,432-203-0195,4202 N County Road 1250,TX,,79707
Midland,Aztech Air Conditioning and Heating,32.0192,-102.0432,432-934-0028,9205 W CR Rd 174,TX,http://www.aztech-ac.com,79706
Midland,"Billy Black HVAC, Inc.",32.0538,-102.0389,432-305-0339,6104 Indigo Sky Ct,TX,,79705
Midland,"T M I Mechanical, Inc.",32.0192,-102.0432,432-897-0263,1300 W County Road 114,TX,,79706
Midland,JCL Air Conditioning &amp;amp; Heating,32.0192,-102.0432,432-203-2003,8312 E County Road 85,TX,,79706
Midland,Bosworth Company,31.9919,-102.0767,432-203-9741,2205 W Industrial Ave,TX,,79701
Midland,Terrys Plumbing and Air Conditioning,31.9919,-102.0767,432-235-1845,3200 Commercial Dr,TX,,79701
Alpine,E Z Air Conditioning,29.8095,-103.5495,432-558-8152,502 S Cotter St,TX,,79830
Wickett,Hawkeye Heating and Cooling,31.5703,-103.0105,432-235-1971,104 N OBrian Ave,TX,,79788
EL PASO,Barrett Airworks Service Co,31.7666,-106.4242,915-519-1182,3750 Durazno,TX,http://www.coolelpaso.com/,79905
El Paso,Gray Heating &amp;amp; Air Conditioning Inc.,31.8156,-106.561,915-201-2958,110 Atlantic Rd,TX,http://www.grayrefrigeration.com,79922
El Paso,EP Mechanical Technologies,31.7603,-106.4799,915-201-4746,211 N Cotton St,TX,http://www.epmechtech.com,79901
Las Cruces,Quality Air Mechanical,32.2783,-106.7783,575-323-0197,2001 Copper Loop,NM,http://www.qualityairmech.com/,88005
Las Cruces,AIRCON Heating &amp;amp; Cooling,32.3733,-106.845,575-636-2782,4516 Codorniz St,NM,http://www.aircon-nm.com,88007
SPANISH FORK,Gillette Heating &amp;amp; AC LLC,40.1192,-111.6894,385-312-9753,1892 NORTH 200 EAST,UT,,84660
North Salt Lake,HVAC Construction,40.8433,-111.9231,385-399-9513,624 W 900 N,UT,,84054
Sandy,Main Street Heating &amp;amp; Cooling,40.5769,-111.8884,385-715-1254,9192 S 300 W,UT,,84070
West Valley City,Monarch Heating &amp;amp; Air,40.7018,-111.9493,385-482-0359,3503 West 3650 South,UT,,84119
Midvale,Redrock Heating and Cooling,40.615,-111.8913,385-715-4104,7570 S Lincoln St,UT,,84047
Layton,Bills Comfort Systems,41.0723,-111.9824,801-882-7594,159 S Main St,UT,,84041
West Jordan,Boulard Heating and A/C,40.5966,-111.9636,385-715-4219,4538 W Bingham Park Dr,UT,,84088
TAYLORSVILLE,HUNT HEATING &amp;amp; AIR,40.6531,-111.9621,385-313-8542,5830 SOUTH JORDAN CANAL ROAD,UT,,84129
Salt Lake City,Rapid Response Heating and Air,40.6583,-111.8836,385-226-5725,4060 SOUTH 300 EAST,UT,,84107
West Jordan,Kelly&amp;#39;s Heating,40.6225,-111.9494,385-715-4349,PO Box 788,UT,,84084
Lehi,Wasatch Mechanical LLC,40.3936,-111.8463,385-236-2695,1515 N 1900 W,UT,,84043
Clearfield,Arrant Heating &amp;amp; Air Conditioning,41.123,-112.0639,801-719-5004,645 E 700 S,UT,,84015
Ogden,Ben Lomond Heating,41.2701,-112.1354,385-240-6396,2300 N Highway 89,UT,,84404
Kaysville,H&amp;amp;M Heating and Cooling,41.0365,-111.927,801-336-4861,619 E 100 N,UT,,84037
Centerville,Salmon HVAC,40.9303,-111.8585,385-399-0075,605 N 1250 W,UT,,84014
Tooele,"Wasatch Heating &amp;amp; Air, Inc",40.5393,-112.3531,435-249-7697,505 Brenda Pl,UT,,84074
Salt Lake City,Aire Serv of Salt Lake,40.7142,-111.8914,385-313-8585,2755 S 300 W,UT,,84115
West Jordan,CTR  Heating &amp;amp; A/C,40.5968,-112.0116,385-439-0163,5062 W Opal Hill Dr,UT,,84081
Orem,"PPM Plumbing, Heating &amp;amp; Cooling",40.3142,-111.7099,385-312-9831,864 N 1430 W,UT,,84057
Salt Lake City,Ascend HVAC,40.7005,-111.9456,385-715-4926,P.O. Box 25813,UT,,84125
Ogden,Diamond Air,41.2701,-112.1354,385-240-6373,2147 Rulon White Blvd,UT,,84404
Helper,PINNACLE HVAC,39.7304,-110.9173,385-200-2735,1910 Kenilworth Rd,UT,,84526
Nephi,Central Valley Mechanical,39.5857,-111.9692,801-405-9036,190 S Main St,UT,http://www.centralvalleymechanical.com,84648
Gunnison,Peterson Refrigeration &amp;amp; Mechanical,39.1741,-111.7933,435-633-6780,550 S Main St,UT,,84634
Richfield,BLAKE HEATING &amp;amp; AIR/HARTLE ENTERPRIZE,38.7083,-111.7291,385-424-1115,50 W 100 N,UT,,84701
Orem,Bergmann Heating and Air,40.2724,-111.717,385-203-7341,250 Mountainlands Dr,UT,,84058
Payson,"CLIMATE DOCTOR, L.L.C.",40.0019,-111.732,385-203-7231,11315 S 5600 W,UT,,84651
Spanish Fork,HRC CLIMATE SERVICES,40.1192,-111.6894,385-200-2723,1896 E 1700 S,UT,,84660
Washington,Carmack HVAC,37.1656,-113.4755,435-216-9682,83 E Industrial Dr,UT,,84780
Kanab,Barnett Heating &amp;amp; Cooling,37.2711,-111.7696,435-572-4021,25 N 200 W,UT,,84741
Saint George,Outwest HVAC Inc.,37.0469,-113.6079,435-414-9282,2125 Kennedy Pl,UT,,84790
Saint George,Sunshine Heating &amp;amp; A/C Inc.,37.1317,-113.7959,435-267-0002,535 N 1400 E,UT,,84770
Washington,PIONEER HEATING &amp;amp; AIR,37.1656,-113.4755,435-275-4669,340 S Main St,UT,,84780
Hurricane,Advanced Air,37.2274,-113.1391,435-215-1082,3861 W 200 N,UT,,84737
Warrenton,CROPPMETCALFE-WARRENTON,38.754,-77.7224,571-341-5705,6649 Garland Dr,VA,,20187
Fairfax,CROPPMETCALFE-FAIRFAX,38.8598,-77.2589000000002,571-385-1174,8421 Hilltop Rd,VA,,22031
Chantilly,Mann-In Inc,38.8959,-77.4456,571-392-5244,14700 Flint Lee Rd,VA,http://www.mann-in.com,20151
Woodbridge,Brennan&amp;#39;s Heating and A/C Service,38.6839,-77.3246000000001,571-409-1835,2608 Morse Ln,VA,http://brennanshvac.com,22192
Alexandria,Rush Electric Co Inc,38.7842,-77.1227,571-388-2223,5510 Franconia Rd,VA,http://www.rushcompanies.com,22310
Manassas,Popes Air,38.7882,-77.5328,571-348-0360,9026 Hornbaker Rd,VA,,20109
Dulles,Vernon Heating and Air Conditioning,38.9643,-77.4676999999999,571-732-3331,42655 Trade West Dr,VA,http://www.vernonheating.com,20166
Warrenton,Appleton Campbell Inc,38.6876,-77.8190000000001,540-216-0378,100 E Franklin St,VA,http://appletoncampbell.com,20186
Sterling,Donmar Heating and Cooling,38.9643,-77.4676999999999,571-325-0473,22821 Silverbrook Center Dr,VA,http://www.donmarcompany.com,20166
Middleburg,Climatic Heating and Cooling,38.9757,-77.6984999999998,540-883-0406,9 W Federal St po box 991,VA,http://www.climaticva.com,20118-0991
McLean,John E. Nugent &amp;amp; Sons,38.9398000000007,-77.1676999999984,571-341-5238,1387 Chain Bridge Rd,VA,,22101
Vienna,Air Treatment Co,38.8958,-77.2541999999998,571-732-3552,518 Mill St NE,VA,http://www.air-treatment.com,22180
Sterling,Garneski Air Conditioning and Heating,38.9643,-77.4676999999999,571-446-0528,"45915 Maries Rd, Unit 184",VA,http://www.garneski.com,20166
Lorton,HVAC Unlimited,38.6817,-77.2042000000002,571-642-1465,9704 Gunston Cove Rd,VA,,22079
Falls Church,Richards Air Conditioning Co,38.8866,-77.1793,571-341-5189,200 Hillwood Ave,VA,http://www.richardsac.com,22046
Sterling,"Air 1 Mechanical System, Inc.",38.9643,-77.4676999999999,571-483-8143,"45710 Oakbrook Ct, Suite 140",VA,http://www.airone360.com,20166
Springfield,"Airplus AC, Htg., Svc., LLC",38.7731,-77.1851000000003,571-341-5191,7015 Old Keene Mill Rd,VA,,22150
Alexandria,495 HVAC,38.8177,-77.1548999999998,571-451-0706,6375 Little River Turnpike,VA,,22312
Fairfax,HVAC Experts,38.8379,-77.3449999999998,571-388-2714,11350 Random Hills Road,VA,,22030
Ruckersville,"Michael &amp;amp; Son Services, Inc.",38.2469,-78.3926000000002,434-473-7127,8553 Seminole Trl,VA,,22968
Fredericksburg,Robert B Payne Inc,38.2993,-77.4868999999998,540-684-3768,1209 Lafayette Blvd,VA,,22401
Bowling Green,Woodward Electric Co Inc,38.0139,-77.1749999999998,804-742-0220,PO Box 491,VA,,22427
Urbanna,Rymans Inc,37.6507,-76.6196000000001,804-286-4918,996 Old Virginia St,VA,,23175
Callao,Pritchard and Fallin Inc,37.9748,-76.5746999999999,804-313-6602,367 Northumberland Hwy,VA,http://www.pritchardfallin-hvac.com,22435
Kilmarnock,Crowther Heating and Air Conditioning,37.7427,-76.3857999999997,804-286-4914,503 N Main St,VA,,22482
Heathsville,"Richard F Haynie, Inc",37.9041,-76.4347999999999,804-480-2044,1938 Walnut Point Rd,VA,,22473
Front Royal,Royal Heating and Air Conditioning,38.9572,-78.2103999999998,540-692-1614,1888 Wonderland Land,VA,,22630
Stanley,HUNSBERGER MECHANICAL LLC,38.5489,-78.4959000000002,540-860-4383,136 Deerfield Ests,VA,,22851
Alexandria,M.E. Flow,38.7569,-77.0910000000001,571-252-5635,6426 Richmond Hwy,VA,,22306
Leesburg,M.E. Flow,39.0667,-77.5996999999998,571-293-6875,12 Cardinal Park Dr SE,VA,,20175
Broadway,Air Quality Systems Inc,38.6304,-78.7979,540-908-4790,101 Hartz Blvd,VA,http://www.aqshvac.com/,22815
Collinsville,McKinney Heating &amp;amp; AC,36.7305,-79.9089000000002,276-352-4753,PO Box 609,VA,,24078
New Market,MOUNTAIN VALLEY HOME COMFORT INC.,38.6726,-78.6690999999999,540-860-4198,PO Box 719,VA,,22844
Broadway,Air Conditioning Servicers Inc,38.6304,-78.7979,540-689-0959,480 S Main St,VA,,22815
Staunton,Birds Heating and Air Conditioning Inc,38.1221,-79.0825000000003,540-324-4875,2507 W Beverley St,VA,,24401
Charlottesville,W E Brown Inc,38.025,-78.4760999999999,434-234-4950,915 Monticello Rd,VA,,22902
Charlottesville,Blue Ridge Services Heating &amp;amp; Air,38.025,-78.4760999999999,434-234-4946,1175 5th St SW,VA,,22902
Lyndhurst,BOYERS 72 DEGREES HTG &amp;amp; AC LLC,37.9643,-78.9678000000001,540-324-8632,75 Commonwealth Drive,VA,http://www.rsboyersheatingandair.com,22952
Waynesboro,Ronnie Ritchie Service Co,38.0936,-78.8951000000001,540-324-8711,1157 W Main St,VA,,22980
Richmond,Woodfin Your Home Team,37.5861,-77.4907,804-723-1572,1823 N Hamilton St,VA,,23230
Montpelier,G M Hobart Co,37.8225,-77.6987000000001,804-459-8416,17068 Mountain Rd,VA,http://www.gmhobart.com,23192
Ruther Glen,Evans Heating And Air Llc,37.9356,-77.4527999999998,804-876-0058,7404 Commerce Way,VA,,22546
King George,R.K. Payne HVAC Elect. Inc.,38.265,-77.1227999999998,540-709-7764,3456 Kings Hwy,VA,,22485
Richmond,"Michael &amp;amp; Son Services, Inc.",37.5498,-77.4597999999998,571-341-5701,1407 Cummings Dr,VA,,23220
Mechanicsville,Hanover Air Systems,37.634,-77.2585000000001,804-442-7125,8162 Elm Drive,VA,,23111
Ashland,Howells Heating and Air Conditioning,37.7534,-77.4950000000002,804-417-6462,11216 Air Park Rd,VA,,23005
Ashland,Comfort Systems Inc,37.7534,-77.4950000000002,804-368-6843,11081 Air Park Rd,VA,,23005
Richmond,Hungerford Heating &amp;amp; Cooling,37.5411,-77.4345999999999,804-593-5319,1604 E Broad St,VA,,23219
Yorktown,A/C Masters Inc.,37.1781,-76.4668999999999,757-849-0887,314 Old York Hampton Hwy,VA,http://www.acmasters.com,23692
Yorktown,Advanced Comfort Inc.,37.1229,-76.4457999999999,757-320-1202,126 Production Dr,VA,http://www.addcomfort.com,23693
Topping,William E. Moye Heating &amp;amp; Cooling Inc.,37.5982,-76.4578999999999,804-286-4039,92 Barricks Mill Road,VA,,23169
Newport News,Macs Htg &amp;amp; Clg Ltd,37.1394,-76.5687999999998,757-269-3745,702 Industrial Park Dr,VA,,23608
Newport News,Art Newsome Inc,37.0789,-76.4958000000001,757-528-8503,728 Middle Ground Blvd,VA,,23606
