DealerName,PostalAddress,City,State,ZipCode,Country,Phone,LocatorLatitude,LocatorLongitude,Website,Brand
Houk Air Conditioning Service,833 111th St,Arlington,TX,76011,United States,682-777-9704,32.7542,-97.0823999999998,,Carrier
"Hightower Service, Inc.",606 W Main St,Arlington,TX,76010,United States,682-777-4398,32.7224,-97.0786000000002,,Carrier
AIRFORCE HEATING & AIR,1007 Shady Oaks Dr,Denton,TX,76205,United States,940-312-7625,33.1922,-97.1239999999999,,Carrier
T & M A/C & Heating,5401 Chinn Chapel Rd,Flower Mound,TX,75028,United States,469-289-4593,33.0352,-97.0828999999998,,Carrier
Advent Air Conditioning,500 S Kealy Ave,Lewisville,TX,75057,United States,469-701-0106,33.0421,-96.9821999999997,,Carrier
Experior Mechanical Service LLC,P. O. Box 1415,Grapevine,TX,76099,United States,817-527-8104,32.9342,-97.0775000000003,,Carrier
Mangrum Air Conditioning,633 W Lingleville Rd,Stephenville,TX,76401,United States,254-434-2605,32.2465,-98.2491999999998,http://www.mangrumac.com/,Carrier
Roberts and Petty Inc,2709 Stephen F Austin Dr,Brownwood,TX,76801,United States,325-200-4648,31.6193,-98.9922,,Carrier
Area Wide Services,9316 S US Highway 287,Corsicana,TX,75109,United States,903-354-4417,32.0533,-96.3416999999999,,Carrier
"Dugger Brothers, Inc.",301 S Wilhite St,Cleburne,TX,76031,United States,682-970-6379,32.3571,-97.3297000000003,,Carrier
ANDERSEN AIR INC,114 W Heard St,Cleburne,TX,76033,United States,682-970-6361,32.3475,-97.3866,,Carrier
Absolute Air Conditioning,1332 County Road 280,Kaufman,TX,75142,United States,469-595-0544,32.5074,-96.2414,,Carrier
C M S,1325 Austin Ave,Waco,TX,76701,United States,254-523-0540,31.552,-97.1384999999999,,Carrier
Oasis Heating & Cooling,105 E Tate St,Robinson,TX,76706,United States,254-304-7911,31.4556,-97.0978999999999,,Carrier
Jacobs-Cathey Company,600 Jewell Dr,Waco,TX,76712,United States,254-633-2772,31.5103,-97.2577999999999,,Carrier
"Carter Commercial & Residential Services, LLC",PO Box 776,Buffalo,TX,75831,United States,903-915-4534,31.4723,-96.0614999999998,,Carrier
Hoelscher Services,3801 State Highway 53,Temple,TX,76501,United States,254-534-6935,31.0795,-97.3287000000003,,Carrier
Rabroker Air Conditioning and Plumbing,5345 S General Bruce Dr,Temple,TX,76502,United States,254-207-0876,31.0739,-97.4060000000002,http://www.rabroker.com,Carrier
ELLIS AIR SYSTEMS INC,3513 Florence Rd,Killeen,TX,76542,United States,254-213-7441,31.0727,-97.7357999999998,,Carrier
Kendrick Cooling & Heating,134 S Main St,Winters,TX,79567,United States,325-754-0680,31.975,-99.9033999999998,,Carrier
Lane Weather Mart,3909 N Chadbourne St,San Angelo,TX,76903,United States,325-718-2162,31.475,-100.4428,,Carrier
Air Dynamics Heating & Cooling,15 E Highland Blvd.,San Angelo,TX,76903,United States,325-446-1459,31.475,-100.4428,,Carrier
Truman Farris A/C,6790 Hwy 377 North,Brady,TX,76825,United States,512-991-1060,31.063,-99.3371999999999,,Carrier
"Owens, Inc.",205 N High St,Brady,TX,76825,United States,325-218-4148,31.063,-99.3371999999999,,Carrier
"Unlimited Air, LLC",4353 S Jackson St,San Angelo,TX,76903,United States,325-307-2691,31.475,-100.4428,,Carrier
"Patriot Mechanical, LLC",274 Oak Street,Colorado City,TX,79512,United States,325-754-0054,32.4169,-100.8575,,Carrier
"Marks Heating & A/C, Inc.",1009 Templin Rd,San Angelo,TX,76904,United States,325-718-2207,31.3782,-100.5422,,Carrier
Teaco Mechanical,4414 N Chadbourne St,San Angelo,TX,76903,United States,325-766-7932,31.475,-100.4428,,Carrier
Air Tech,709 W. Margaret,Mertzon,TX,76941,United States,325-718-2000,31.3151,-100.9597,,Carrier
Gideon Sheet Metal,301 Commerce,Robert Lee,TX,76945,United States,325-754-0196,31.8712,-100.6392,,Carrier
"Conditioned Air Mechanical, LLC",13127 Mula Ct,Stafford,TX,77477,United States,346-800-6447,29.6248,-95.5633000000002,,Carrier
Maxx A/C,1261 Butler Rd,League City,TX,77573,United States,832-632-4878,29.4885,-95.1021000000001,,Carrier
P & M Air Conditioning,6734 Rupley Cir,Houston,TX,77087,United States,346-800-6171,29.686,-95.3032999999999,http://www.pmhvac.com,Carrier
"Airmaker, Inc",718 W 18th St,Houston,TX,77008,United States,346-800-5396,29.7982,-95.4183000000003,,Carrier
Air Temperature Inc.,2507 South Blvd,Houston,TX,77098,United States,346-800-4749,29.7347,-95.4155,,Carrier
Constellation Home,1221 Lamar St,Houston,TX,77010,United States,888-842-7178,29.7537,-95.3595999999997,,Carrier
Astro-Tex Air Conditioning,14233 1-10 East Freeway,Houston,TX,77015,United States,346-800-4438,29.7654,-95.1704999999998,,Carrier
Davis Air Conditioning,9920 Plantation Ln,Stafford,TX,77477,United States,888-546-9738,29.6248,-95.5633000000002,,Carrier
Air Care Today,PO Box 44,Martindale,TX,78655,United States,512-593-7640,29.7931,-97.7737999999999,,Carrier
Air Expert Air Conditioning and Duct Cleaning Inc.,4922 Steffani Ln,Houston,TX,77041,United States,346-800-5659,29.8565,-95.5840999999999,http://www.airexpert.com,Carrier
Air Depot Air Conditioning & Heating,12920 Cypress North Houston Rd,Cypress,TX,77429,United States,832-604-9695,29.9966,-95.6786000000002,http://www.airdepot.com,Carrier
One Hour Air Conditioning and Heating,4455 W Sam Houston Pkwy N,Houston,TX,77041,United States,832-548-9397,29.8565,-95.5840999999999,,Carrier
Polar Refrigeration Heating & Air LLC,6735 Ash More Drive,Houston,TX,77069,United States,888-797-9867,29.9869,-95.5248999999999,,Carrier
Milton Frank Plumbing,17304 Stuebner Plumbing,Spring,TX,77379,United States,832-717-1725,30.0396,-95.5329999999998,,Carrier
Global Air Services,1302 Irish Mist Ct,Katy,TX,77450,United States,832-548-9501,29.7619,-95.75,,Carrier
American Comfort Experts,19518 Cypress Church Rd,Cypress,TX,77433,United States,832-653-4363,29.8892,-95.7074999999998,,Carrier
AirAide LLC,16507 Braddocks,Cypress,TX,77429,United States,832-497-1749,29.9966,-95.6786000000002,,Carrier
AirNow Services,1622 Sawdust Rd,The Woodlands,TX,77380,United States,346-800-4513,30.1344,-95.4685000000002,,Carrier
Goode Air Conditioning and Heating,219 Derrick Dr,Humble,TX,77338,United States,832-995-2236,30.0245,-95.2913999999997,,Carrier
Schiller Air Conditioning Co.,PO Box 1707,Humble,TX,77347,United States,832-995-2269,29.9916,-95.2503000000003,http://www.schillerairconditioning.com/,Carrier
Waller County Electric,1005 13th St,Hempstead,TX,77445,United States,979-399-4021,30.0877,-96.0804999999999,,Carrier
Crossway Mechanical,11607 Canyon Breeze Dr,Tomball,TX,77377,United States,832-548-9475,30.0966,-95.6157999999998,,Carrier
Red Star Cooling & Heating,22820 I-45 North,Spring,TX,77373,United States,832-663-0816,30.0613,-95.3840999999998,,Carrier
HOUSTON AIR COMFORT,12718 WOODWORTH DR,CYPRESS,TX,77429,United States,832-604-9707,29.9966,-95.6786000000002,,Carrier
"Scogin-Aire Mechanical, Inc.",3091 College Park Dr,The Woodlands,TX,77384,United States,936-270-8561,30.2373,-95.5058,http://scoginaire.com,Carrier
ROYAL AIR,12718 Woodworth Dr,Cypress,TX,77429,United States,346-202-7182,29.9966,-95.6786000000002,,Carrier
AC Texas,PO Box 2053,Spring,TX,77383,United States,832-510-6626,30.0798,-95.4166999999998,,Carrier
Luxury Air,904 McCall Ave,Conroe,TX,77301,United States,936-647-3675,30.3059,-95.4359000000002,,Carrier
Champion Forest A/C and Heat,19339 Ella Blvd,Spring,TX,77388,United States,832-510-7551,30.0579,-95.4641000000001,,Carrier
Davis Air Conditioning,PO Box 1606,Angleton,TX,77516,United States,888-490-0871,29.1692,-95.4319000000002,,Carrier
Cannell Air Conditioning,1006 E Jackson St,El Campo,TX,77437,United States,979-475-1270,29.1916,-96.2212000000001,http://www.cannellair.com/,Carrier
"Hunters Air and Heat, Inc.",P.O.Drawer 628,Wharton,TX,77488,United States,979-335-5010,29.2926,-96.0339999999997,,Carrier
Brenham Heating and Air Conditioning Co.,2305 S Market St,Brenham,TX,77833,United States,979-353-4126,30.2352,-96.4076000000003,http://www.brenhamheatingandair.com/,Carrier
Fresh Air LP,5702 Power Line Rd,Richmond,TX,77469,United States,832-899-5998,29.5561,-95.7403000000002,http://www.freshairinc.com,Carrier
Aaron&s A/C & Heating,10592 Fuqua St,Houston,TX,77089,United States,346-800-5869,29.5911,-95.2233000000002,,Carrier
Southeast Texas Air Conditioning and Heating,130 West St,Liberty,TX,77575,United States,832-699-2058,30.0821,-94.7401,,Carrier
Brico Services,2214 Luella Ave,Deer Park,TX,77536,United States,346-800-5836,29.7032,-95.1146000000001,,Carrier
Vanderford Mechanical,1800 Dickinson Ave,Dickinson,TX,77539,United States,281-557-6763,29.4598,-95.0288000000001,,Carrier
Simply Cozy AC & Heating,2602 Westgate Dr,Pearland,TX,77581,United States,346-800-4870,29.5651,-95.2786,,Carrier
FAMILY AIR COND. & HEATING,PO Box 2726,Pearland,TX,77588,United States,832-895-9279,29.5636,-95.2858999999997,,Carrier
"Clear The Air, LLC",133 N Friendswood Dr,Friendswood,TX,77546,United States,281-816-5719,29.5125,-95.1879999999999,,Carrier
Mabrys A/C & Heating,2110 S Gordon St,Alvin,TX,77511,United States,832-895-9278,29.4018,-95.2649000000002,,Carrier
Reed Service Co,4725 Washington Blvd,Beaumont,TX,77707,United States,409-234-6023,30.0543,-94.1761999999998,https://reedservice.com/,Carrier
"American Air Systems, Inc.",1050 S 23rd St,Beaumont,TX,77707,United States,409-203-3133,30.0543,-94.1761999999998,http://www.amerair.com,Carrier
Industrial & Commercial Mech,4445 Westpark Ave,Beaumont,TX,77705,United States,409-291-8372,29.9571,-94.1363000000001,,Carrier
Innovative Air Solutions,1900 Macarthur Dr,Orange,TX,77630,United States,409-233-7006,30.1136,-93.814,,Carrier
CRAIG AIR CONDITIONING,PO Box 7190,Beaumont,TX,77726,United States,409-237-0736,30.0931,-94.1463000000002,,Carrier
Moody Air Conditioning Corp.,236 Boston Ave,Nederland,TX,77627,United States,409-527-9922,29.9798,-94.0164000000002,,Carrier
All Around Service,445 Langham St,Beaumont,TX,77701,United States,409-241-8065,30.0727,-94.1066000000002,,Carrier
Malek Service,10464 State Highway 30,College Station,TX,77845,United States,979-314-3239,30.4821,-96.3026999999998,,Carrier
Aire Cool,506 W Duncan St,Bryan,TX,77801,United States,936-236-1222,30.6361,-96.3666000000001,,Carrier
Kotrla Air Conditioning & Heating LLC,PO Box 998,Columbus,TX,78934,United States,979-633-5037,29.6691,-96.5485000000003,,Carrier
Comfort Air Engineering Inc,11403 Jones Maltsberger Rd,San Antonio,TX,78216,United States,210-721-6933,29.5371,-98.4882,http://comfort-air.com/,Carrier
"Trade-Mark Brown, Inc.",3146 Junction Hwy,Ingram,TX,78025,United States,830-522-4498,30.1349,-99.4936,http://www.trademarkairconditioning.com,Carrier
E and E AC & Refrigeration,8901 Coral Hills Dr,Laredo,TX,78045,United States,956-267-4275,27.5806,-99.4810000000001,,Carrier
Martinez Refrigeration,1601 Convent Ave,Laredo,TX,78040,United States,956-508-8427,27.5137,-99.5021,,Carrier
Bodine-Scott Air Conditioning,5638 Bear Ln,Corpus Christi,TX,78405,United States,361-271-1826,27.7749,-97.4418999999998,http://www.bodinescott.com,Carrier
Minter Air & Refrigeration,PO Box 311764,New Braunfels,TX,78131,United States,512-893-6298,29.7026,-98.1245000000002,,Carrier
Agees Service Co.,306 W Byrd Blvd,Universal City,TX,78148,United States,210-570-9807,29.5519,-98.3081000000002,,Carrier
Christianson A/C & Plumbing,8154 Bracken Crk,San Antonio,TX,78266,United States,210-951-2675,29.6654,-98.3191000000002,,Carrier
Airtron (Residential Services Inc),13718 Lookout Rd,San Antonio,TX,78233,United States,210-904-8462,29.561,-98.3573000000001,,Carrier
J.A.M. A/C,1003 S Loop St,San Marcos,TX,78666,United States,512-256-0384,29.8666,-97.9592999999999,,Carrier
Reliable Air,4702 N State Highway 123,San Marcos,TX,78666,United States,512-256-0383,29.8666,-97.9592999999999,,Carrier
Air Care Today,4730 N State Highway 123,San Marcos,TX,78666,United States,512-937-1584,29.8666,-97.9592999999999,,Carrier
AirOne Air Conditioning,2700 Hunter Rd,San Marcos,TX,78666,United States,512-256-0041,29.8666,-97.9592999999999,,Carrier
Aire Serv of the River Cities,2001 Clovis R Barker Rd,San Marcos,TX,78666,United States,512-262-9387,29.8666,-97.9592999999999,,Carrier
AMERICAN AIR COND & HEATING,203 Gillette Blvd,San Antonio,TX,78221,United States,210-951-2471,29.2696,-98.5143999999999,,Carrier
Clean Air Heating & Air Conditioning,115 E Myrtle St,San Antonio,TX,78212,United States,210-570-9988,29.4642,-98.4916000000002,,Carrier
Cold Air Systems,4834 Birdie Ln,San Antonio,TX,78237,United States,210-951-2649,29.4201,-98.5675999999998,,Carrier
Air Authority LLC,2554 Boardwalk St,San Antonio,TX,78217,United States,210-951-2716,29.5403,-98.4215000000001,,Carrier
C & J   Air Conditioning & Heating,9811 McCullough Ave,San Antonio,TX,78216,United States,210-951-4075,29.5371,-98.4882,,Carrier
Johnson Air Conditioning,9703 McCullough Ave,San Antonio,TX,78216,United States,210-951-2962,29.5371,-98.4882,http://www.johnson-ac.com,Carrier
Johnson Air Conditioning,9703 McCullough Ave,San Antonio,TX,78216,United States,210-570-9726,29.5371,-98.4882,,Carrier
Champion AC,16018 University Oak,San Antonio,TX,78249,United States,210-591-0573,29.5721,-98.6052999999997,http://www.championac.com,Carrier
EZ Air Conditioning Inc.,7755 Eckhert Rd,San Antonio,TX,78240,United States,210-951-2743,29.5257,-98.6061999999999,http://www.ezacandheat.com,Carrier
Lone Star AC & Heating,5835 Camp Bullis Rd,San Antonio,TX,78257,United States,210-951-2462,29.6828,-98.5725,http://lonestaracsa.com/,Carrier
Maldonado Mechanical,8181 Tezel Rd,San Antonio,TX,78250,United States,210-904-9249,29.5129,-98.6638999999998,,Carrier
County Wide Service Co,5410 Jackwood Dr,San Antonio,TX,78238,United States,210-899-4845,29.4789,-98.6175000000001,,Carrier
A&R Comfort Control,18561 Bandera Rd  #1,Helotes,TX,78023,United States,,29.6143,-98.747,,Carrier
ARS - Will Fix It,1920 GRANDSTAND,San Antonio,TX,78238,United States,210-610-2584,29.4789,-98.6175000000001,,Carrier
MNO Heating & Cooling,184 Wood Rd,Rio Grande City,TX,78582,United States,956-688-9744,26.5735,-98.6949999999998,,Carrier
AIRFORCE HEATING & AIR CONDITI,259 E CR 2210,KINGSVILLE,TX,78363,United States,361-426-5642,27.4762,-97.7964999999998,,Carrier
AIRFORCE HEATING & AIR CONDITIONING,259 E CR 221,KINGSVILLE,TX,78363,United States,361-426-5862,27.4762,-97.7964999999998,,Carrier
TK&s Mini Split LLC/Advance Heating & Air,1021 US Hwy 62/180W,Seminole,TX,78360,United States,432-245-0165,26.9217,-98.9204000000001,,Carrier
Magic Air,3407 Gabbie Ln,Edinburg,TX,78542,United States,956-378-4315,26.3193,-98.1521000000002,,Carrier
Cytech Heating & Cooling,3917 W. University,Edinburg,TX,78539,United States,956-630-7879,26.2887,-98.1726000000003,,Carrier
JC AIR LLC,2112 W University Dr,Sullivan City,TX,78539,United States,956-731-0756,26.2887,-98.1726000000003,,Carrier
Roggeman A/C,803 Market St,Portland,TX,78374,United States,361-704-1476,27.9445,-97.2907000000002,,Carrier
Mike Wanzer Co Inc,1959 Saratoga Blvd,Corpus Christi,TX,78417,United States,361-288-3673,27.7428,-97.4709,,Carrier
Wendland Air Conditioning & Heating,901 Austin St,Portland,TX,78374,United States,361-445-4160,27.9445,-97.2907000000002,,Carrier
Bell&s Air Conditioning & Htg,2712 Ave H,Ingleside,TX,78362,United States,361-238-0933,27.8594,-97.2055000000001,,Carrier
Absolute Air,6513 Robertson Dr,Corpus Christi,TX,78415,United States,361-371-4135,27.6383,-97.4546000000002,,Carrier
BJ&s Heating & Air,330 N Kossuth St,Rockport,TX,78382,United States,361-450-6578,28.2335,-96.9422000000002,,Carrier
South Texas Comfort Systems,302 S Rangerville Rd,Harlingen,TX,78552,United States,956-335-4932,26.1844,-97.7832000000001,,Carrier
Air King Heating & Cooling,5815 W. Five Mile,Mission,TX,78574,United States,956-529-1740,26.2182,-98.3269999999997,,Carrier
Frontier Commercial Services,1812 West Griffin Pkwy,Mission,TX,78572,United States,956-529-1769,26.2167,-98.3249999999997,,Carrier
"Indoor Climate Control, LLC",1907 W 42 1/2 St,Mission,TX,78573,United States,956-616-4643,26.2155,-98.3249999999997,,Carrier
Eagle Air,7315 N 16th Ln,McAllen,TX,78504,United States,956-688-8357,26.2582,-98.2314000000001,,Carrier
Continental Refrigeration,PO Box 2405,McAllen,TX,78502,United States,956-329-2206,26.2053,-98.2255999999999,,Carrier
Abe A/C & Refrigeration,5820 N Cage Blvd,Pharr,TX,78577,United States,956-688-9772,26.1569,-98.1914,,Carrier
"Air Extreme Supply, LLC",709 Mozelle St,Pharr,TX,78577,United States,956-529-1766,26.1569,-98.1914,,Carrier
"ELAC, Inc.",707 Mozelle St,Pharr,TX,78577,United States,956-688-9442,26.1569,-98.1914,,Carrier
Rio Air,4202 N Yvette Dr,Pharr,TX,78577,United States,956-928-9366,26.1569,-98.1914,,Carrier
Polar Air,1600 W Mozelle St,Pharr,TX,78577,United States,956-467-4028,26.1569,-98.1914,,Carrier
Lopez Air Conditioning & Heating,1003 E Taft Ave,Harlingen,TX,78550,United States,956-622-5526,26.2089,-97.6849000000001,,Carrier
Cool Horizons LLC,P.O. Box 38,Del Valle,TX,78617,United States,512-893-7238,30.1472,-97.5975000000002,http://www.coolhorizons.net,Carrier
Clarences Refrigeration and Electric,200 Olive St,Smithville,TX,78957,United States,512-549-2795,30.0743,-97.1141000000003,,Carrier
Stans Heating and Air Conditioning,6016 Dillard Cir,Austin,TX,78752,United States,512-937-1336,30.3317,-97.7025,http://www.stansac.com/,Carrier
Amber Air,2302 Prairie Creed Rd.,Marble Falls,TX,78654,United States,830-265-5669,30.5925,-98.2219000000001,,Carrier
Round Rock Plumbing Co Inc,1400 Chisholm Trl,Round Rock,TX,78681,United States,512-893-6738,30.5225,-97.7247999999997,,Carrier
"Garner Heating & Air Conditioning, In",731 Roland Lane,Kyle,TX,78640,United States,512-262-9674,29.9978,-97.8349999999999,http://www.garnerac.com,Carrier
Bunten Service,PO Box 33372,Austin,TX,78764,United States,512-893-6598,30.4454,-97.6592000000002,http://www.buntenac.com,Carrier
The Barton Creek AC Co. LLC,300 W Mercer St,Dripping Springs,TX,78620,United States,512-262-9382,30.2468,-98.1158999999997,,Carrier
Zaragozas Heating & A/C,P.O. Box 776,Lockhart,TX,78644,United States,512-772-4880,29.8965,-97.6713000000001,,Carrier
Airtech Energy Systems,818 Wagon Trl,Austin,TX,78758,United States,512-893-7213,30.3878,-97.7071999999998,,Carrier
McCullough Heating & A/C,2620 Buell Ave,Austin,TX,78757,United States,512-893-6304,30.3516,-97.7324000000002,http://coolmenow.com/,Carrier
BlueAir,6901 McNeil Dr,Austin,TX,78729,United States,512-893-5943,30.4556,-97.7524000000003,,Carrier
Precision Heating & Air,1506 Ferguson Ln,Austin,TX,78754,United States,512-893-7141,30.3539,-97.6589999999999,http://www.precisionheatac.com,Carrier
"Efficient AC, Electric & Plumbing",10315 Metropolitan Dr. Suite A,Austin,TX,78758,United States,512-893-6237,30.3878,-97.7071999999998,https://www.efficienttexas.com/,Carrier
Alamo Austin Air,8819 Jim Davis Place,Austin,TX,78736,United States,512-893-6871,30.265,-97.9623999999998,,Carrier
AB & B Air Conditioning and Heating,176 Cripple Crk,Cedar Creek,TX,78612,United States,512-273-3015,30.0889,-97.4792000000002,http://www.abandbairconditioning.com,Carrier
Arise Services,P.O. Box 3865,Cedar Park,TX,78630,United States,512-893-5753,30.4978,-97.8158999999999,http://www.arisehvac.com/,Carrier
"Intelligent Air Services, LLC",1201 North Industrial,Round Rock,TX,78681,United States,512-893-7077,30.5225,-97.7247999999997,,Carrier
5 Star A/C & Heating,607 Quincy Drive,Pflugerville,TX,78660,United States,512-893-7256,30.4432,-97.5977,,Carrier
Tey&s Lake Travis AC & Home Services,3611 Ranch Dr. 620 N Suite A,Austin,TX,78734,United States,512-937-1720,30.3763,-97.9463999999998,,Carrier
Craco Air Conditioning and Heating Inc,3006 Bee Caves Rd Ste D 100,Austin,TX,78746,United States,512-893-7107,30.2958,-97.8101000000002,,Carrier
Gold Eagle Services,5005 McDade Dr.,Austin,TX,78735,United States,512-489-4155,30.2654,-97.8649000000001,,Carrier
Quality Air Conditioning and H,1565 S Veterans Blvd,Eagle Pass,TX,78852,United States,830-448-0500,28.5841,-100.2545,,Carrier
Air Conditioning Electrical Service LLC,475 S. Caldwell,Giddings,TX,78942,United States,512-253-4845,30.1637,-96.9376000000003,,Carrier
Garys Heating & Air Conditioning,2505 SW 7th Ave,Amarillo,TX,79106,United States,806-223-2287,35.2012,-101.956,,Carrier
Patrick Heating and Air Inc,1602 S Monroe St,Amarillo,TX,79102,United States,806-223-4793,35.1992,-101.8439,,Carrier
"Avalos Heating & Air, LLC",PO Box 31191,Amarillo,TX,79120,United States,806-223-4646,35.1955,-101.7595,,Carrier
Larrys Heating and Air,1204 N Western St,Amarillo,TX,79124,United States,806-223-4512,35.4281,-101.9911,,Carrier
Tascosa Air,8700 N US-287,Amarillo,TX,79108,United States,806-553-5085,35.4164,-101.7356,,Carrier
Amarillo Air Masters Heating & Cooling Company,9120 S. Soncy,Amarillo,TX,79119,United States,806-410-3886,35.0767,-102.0462,,Carrier
Sunshine Service,2217 S Tyler St,Amarillo,TX,79109,United States,806-318-1653,35.1607,-101.876,,Carrier
Mahanay&s Heating & Cooling,3703 Lewis Ln.,Amarillo,TX,79109,United States,806-553-5746,35.1607,-101.876,,Carrier
PALO DURO HEATING & A/C,7741 Longoria Rd.,Amarillo,TX,79119,United States,806-318-1536,35.0767,-102.0462,,Carrier
"APEX PLUMBING,HEATING & AIR",7623 Canyon Dr,Amarillo,TX,79110,United States,806-553-4635,35.1429,-101.8696,,Carrier
Chilton Heating and Air,4434 Olton Rd,Plainview,TX,79072,United States,806-429-0172,34.1983,-101.7867,,Carrier
Cosselmon Mechanical,3210 Potomac Dr.,Amarillo,TX,79108,United States,806-223-2718,35.4164,-101.7356,,Carrier
Moore&s Dependable Htg. & Air,4212 S Van Buren St,Amarillo,TX,79110,United States,806-576-0223,35.1429,-101.8696,,Carrier
Lonestar Services,12301 Circle J Rd,Amarillo,TX,79118,United States,806-223-4786,35.0837,-101.7328,,Carrier
Donathan Heating and Air Conditioning,805 Main St,Ralls,TX,79357,United States,806-402-1432,33.5997,-101.3558,,Carrier
"1st Class Plumbing, Heating & A/C",1311 W State Road 114,Levelland,TX,79336,United States,806-579-2617,33.6122,-102.3901,,Carrier
Hicks Air & Appliance,PO Box 1146,Denver City,TX,79323,United States,806-579-2560,33.0189,-102.7913,,Carrier
Comfort Masters Heating and Air Conditioning Inc,1101 E 58th St,Lubbock,TX,79404,United States,806-589-4229,33.475,-101.8155,,Carrier
Rowe Heating and Air Inc,5929 50th St,Lubbock,TX,79424,United States,806-939-7207,33.4516,-101.9805,,Carrier
"Simply AC and Heating, LLC",P.O. Box 64840,Lubbock,TX,79464,United States,806-370-1350,33.5336,-101.9178,,Carrier
Ricky Boyce Plumbing,7102 Santa Fe Dr,Lubbock,TX,79407,United States,806-370-7755,33.5594,-101.9745,,Carrier
Earl&s Plbg. Htg. & Air,4720 Highway 84,Lubbock,TX,79415,United States,806-412-0721,33.6248,-101.8817,,Carrier
Duncan Heating & A/C,P. O. Box 65018,Lubbock,TX,79464,United States,806-412-2401,33.5336,-101.9178,,Carrier
Dale Bolles Plumbing and Heating,7103 Santa Fe Dr,Lubbock,TX,79407,United States,806-589-4536,33.5594,-101.9745,,Carrier
Brad Long Heating & Cooling,5106 78th St,Lubbock,TX,79424,United States,806-370-7583,33.4516,-101.9805,,Carrier
Walker Appliance Service,PO Box 865,Colorado City,TX,79512,United States,888-802-1943,32.4169,-100.8575,,Carrier
"Hawkins Air Conditioning & Refrigeration, Inc.",117 Ruidosa Ave,Abilene,TX,79605,United States,325-400-7236,32.4298,-99.8081999999998,,Carrier
Superior Services,5556 US Highway 87 N,San Angelo,TX,76901,United States,325-766-7855,31.5873,-100.522,,Carrier
Hall Air Conditioning,145 Shelton St,Abilene,TX,79603,United States,325-400-9949,32.4875,-99.8070999999998,http://www.hallairconditioning.com,Carrier
Air Masters,10158 Burma Lop,Carlsbad,TX,76934,United States,325-718-2134,31.5793,-100.7372,,Carrier
A-1 Air Conditioning,2312 Avenue R,Snyder,TX,79549,United States,325-766-7933,33.0123,-100.8338,,Carrier
Landry&s Heating and Air,505 College Ave,Snyder,TX,79549,United States,325-766-7945,33.0123,-100.8338,,Carrier
One Way Heating & Air,1521 S Marshall St,Midland,TX,79701,United States,432-242-7732,31.9919,-102.0767,,Carrier
"Franks& Air Conditioning, LLC",1609 S County Road 1120,Midland,TX,79706,United States,432-203-4873,32.0192,-102.0432,,Carrier
Air Master Mechanical,4202 N County Road 1250,Midland,TX,79707,United States,432-203-0195,32.0344,-102.208,,Carrier
Aztech Air Conditioning and Heating,9205 W CR Rd 174,Midland,TX,79706,United States,432-934-0028,32.0192,-102.0432,http://www.aztech-ac.com,Carrier
"Billy Black HVAC, Inc.",6104 Indigo Sky Ct,Midland,TX,79705,United States,432-305-0339,32.0538,-102.0389,,Carrier
"T M I Mechanical, Inc.",1300 W County Road 114,Midland,TX,79706,United States,432-897-0263,32.0192,-102.0432,,Carrier
JCL Air Conditioning & Heating,8312 E County Road 85,Midland,TX,79706,United States,432-203-2003,32.0192,-102.0432,,Carrier
Bosworth Company,2205 W Industrial Ave,Midland,TX,79701,United States,432-203-9741,31.9919,-102.0767,,Carrier
Terrys Plumbing and Air Conditioning,3200 Commercial Dr,Midland,TX,79701,United States,432-235-1845,31.9919,-102.0767,,Carrier
E Z Air Conditioning,502 S Cotter St,Alpine,TX,79830,United States,432-558-8152,29.8095,-103.5495,,Carrier
Hawkeye Heating and Cooling,104 N OBrian Ave,Wickett,TX,79788,United States,432-235-1971,31.5703,-103.0105,,Carrier
Barrett Airworks Service Co,3750 Durazno,EL PASO,TX,79905,United States,915-519-1182,31.7666,-106.4242,http://www.coolelpaso.com/,Carrier
Gray Heating & Air Conditioning Inc.,110 Atlantic Rd,El Paso,TX,79922,United States,915-201-2958,31.8156,-106.561,http://www.grayrefrigeration.com,Carrier
EP Mechanical Technologies,211 N Cotton St,El Paso,TX,79901,United States,915-201-4746,31.7603,-106.4799,http://www.epmechtech.com,Carrier
Quality Air Mechanical,2001 Copper Loop,Las Cruces,NM,88005,United States,575-323-0197,32.2783,-106.7783,http://www.qualityairmech.com/,Carrier
AIRCON Heating & Cooling,4516 Codorniz St,Las Cruces,NM,88007,United States,575-636-2782,32.3733,-106.845,http://www.aircon-nm.com,Carrier
Gillette Heating & AC LLC,1892 NORTH 200 EAST,SPANISH FORK,UT,84660,United States,385-312-9753,40.1192,-111.6894,,Carrier
HVAC Construction,624 W 900 N,North Salt Lake,UT,84054,United States,385-399-9513,40.8433,-111.9231,,Carrier
Main Street Heating & Cooling,9192 S 300 W,Sandy,UT,84070,United States,385-715-1254,40.5769,-111.8884,,Carrier
Monarch Heating & Air,3503 West 3650 South,West Valley City,UT,84119,United States,385-482-0359,40.7018,-111.9493,,Carrier
Redrock Heating and Cooling,7570 S Lincoln St,Midvale,UT,84047,United States,385-715-4104,40.615,-111.8913,,Carrier
Bills Comfort Systems,159 S Main St,Layton,UT,84041,United States,801-882-7594,41.0723,-111.9824,,Carrier
